Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,QPCTime
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.244579,9.055,8.340,0.137,1.547,12.589,27417865129
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.237591,8.992,16.678,2.746,11.431,27.877,27417795245
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.257658,8.393,8.331,1.010,0.955,7.809,27417995917
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.253475,8.896,8.330,0.224,0.490,12.022,27417954093
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.247827,10.236,8.341,1.206,10.612,25.981,27417897605
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.266015,8.358,8.341,0.152,0.611,7.792,27418079493
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.262172,8.697,8.359,0.139,0.881,11.684,27418041063
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.256658,8.832,8.344,1.809,10.933,25.493,27417985920
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.274475,8.460,8.344,0.236,0.950,7.676,27418164089
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.269222,7.050,8.330,0.188,0.630,12.963,27418111563
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.265212,8.554,8.351,2.401,11.202,25.291,27418071460
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.282755,8.280,8.351,0.159,1.432,7.747,27418246892
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.277843,8.621,8.355,0.182,0.840,12.697,27418197774
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.274203,8.991,8.343,2.222,11.176,24.642,27418161370
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.291012,8.257,8.343,0.236,0.994,7.833,27418329458
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.286683,8.840,8.335,0.151,1.026,12.192,27418286172
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.282815,8.612,8.348,2.596,12.014,24.379,27418247488
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.299345,8.333,8.348,0.152,0.850,7.848,27418412792
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.294056,7.373,8.360,0.137,0.594,13.180,27418359902
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.292555,9.740,8.343,2.286,11.062,22.982,27418344892
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.307687,8.341,8.343,0.751,1.419,7.850,27418496206
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.302553,8.496,8.338,0.154,0.911,13.021,27418444866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.301449,8.894,8.348,2.214,11.271,22.435,27418433833
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.316164,8.477,8.348,0.167,0.717,7.721,27418580974
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.311274,8.721,8.358,0.121,1.270,12.658,27418532079
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.310186,8.737,8.347,2.543,11.441,22.046,27418521200
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.324691,8.527,8.347,0.209,1.186,7.541,27418666244
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.319569,8.295,8.339,0.129,1.889,12.703,27418615027
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.319130,8.944,8.338,2.529,11.337,21.440,27418610642
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.332874,8.184,8.338,0.231,1.855,7.696,27418748082
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.327588,8.020,8.332,0.138,0.528,13.015,27418695224
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.328470,9.340,8.335,2.038,10.954,20.435,27418704038
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.341251,8.377,8.335,0.327,0.860,7.654,27418831848
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.335764,8.175,8.344,0.146,1.376,13.184,27418776975
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.337067,8.597,8.359,2.369,10.790,20.197,27418790008
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.349395,8.144,8.359,0.200,0.691,7.869,27418913287
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.346545,9.478,8.335,1.312,10.504,19.054,27418884787
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.357827,8.432,8.335,0.877,1.125,7.772,27418997611
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.345252,9.488,16.687,0.169,8.499,20.382,27418871857
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.353490,8.238,0.001,0.193,0.606,12.145,27418954239
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.366017,8.189,8.348,0.167,0.497,7.930,27419079504
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.362035,8.545,8.349,0.133,1.097,11.949,27419039692
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.354966,8.421,16.693,2.116,11.713,27.325,27418969001
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.374597,8.580,8.345,0.256,1.117,7.695,27419165305
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.369397,7.362,8.356,0.282,2.034,12.943,27419113308
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.364064,9.098,8.337,2.651,11.848,26.565,27419059977
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.382903,8.306,8.337,0.195,1.040,7.726,27419248368
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.378211,8.814,8.339,0.141,0.449,12.468,27419201449
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.373543,9.479,8.353,2.426,11.398,25.439,27419154768
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.391362,8.459,8.353,0.198,1.536,7.620,27419332954
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.386025,7.814,8.346,0.126,1.287,13.001,27419279587
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.382280,8.737,8.348,2.663,11.587,25.050,27419242137
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.399524,8.162,8.348,0.171,0.425,7.806,27419414575
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.391445,9.165,8.342,2.441,12.077,24.227,27419333792
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.407835,8.312,8.342,0.712,1.114,7.837,27419497691
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.396938,10.913,16.686,0.178,3.073,18.774,27419388717
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.402242,5.304,0.001,0.106,1.127,13.471,27419441760
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.400431,8.986,8.347,3.131,12.262,23.588,27419423647
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.416316,8.481,8.347,0.178,0.659,7.703,27419582501
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.411471,9.229,8.352,0.114,1.059,12.594,27419534050
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.410580,10.149,8.358,2.138,10.999,21.797,27419525140
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.424688,8.372,8.358,0.185,1.184,7.689,27419666220
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.419655,8.183,8.354,0.110,0.980,12.764,27419615884
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.419474,8.894,8.331,2.138,11.000,21.234,27419614080
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.433023,8.335,8.331,0.210,1.638,7.685,27419749569
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.427619,7.964,8.337,0.155,0.522,13.137,27419695527
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.428553,9.079,8.318,1.931,10.853,20.473,27419704871
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.441494,8.471,8.318,0.342,0.493,7.532,27419834279
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.436058,8.440,8.308,0.281,1.048,13.006,27419779924
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.436809,8.256,8.364,2.626,11.190,20.581,27419787433
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.449524,8.030,8.364,0.172,0.676,7.867,27419914575
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.446576,9.767,8.342,1.423,10.589,19.156,27419885103
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.457943,8.419,8.342,0.869,1.027,7.790,27419998766
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.444099,8.040,16.704,0.226,9.775,21.670,27419860325
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.452229,8.131,0.001,0.128,1.985,13.540,27419941631
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.466227,8.284,8.388,0.169,0.436,7.893,27420081611
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.461467,9.238,8.414,0.139,1.744,12.716,27420034008
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.455334,8.758,16.681,1.857,10.779,27.079,27419972683
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.474925,8.698,8.293,0.246,0.744,7.488,27420168587
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.469058,7.591,8.258,0.189,1.882,13.383,27420109922
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,14.477861,932.718,934.527,0.000,2.226,12.899,27420197947
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.463779,8.445,8.347,2.330,11.250,26.981,27420057131
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.482944,8.019,8.347,0.155,0.997,7.816,27420248778
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.477726,8.667,8.360,0.143,2.690,13.076,27420196594
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.472795,9.016,8.361,2.248,12.326,26.326,27420147288
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.491591,8.647,8.361,0.178,1.251,7.530,27420335245
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.485639,7.913,8.369,0.212,1.224,13.532,27420275727
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.481952,9.157,8.339,3.194,12.153,25.509,27420238856
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.499884,8.294,8.339,0.210,0.603,7.576,27420418181
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.494388,8.750,8.330,0.148,1.512,13.112,27420363222
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.491610,9.658,8.345,2.528,11.662,24.195,27420335438
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.508017,8.133,8.345,0.334,0.667,7.788,27420499511
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.502371,7.983,8.340,0.160,0.726,13.469,27420443051
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.500842,9.232,8.339,2.452,11.160,23.302,27420427755
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.516364,8.347,8.339,0.196,1.336,7.780,27420582977
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.510922,8.551,8.353,0.118,0.965,13.271,27420528563
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.510225,9.383,8.353,1.815,10.911,22.272,27420521589
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.524877,8.513,8.353,0.204,0.563,7.620,27420668108
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.518690,7.767,8.341,0.130,1.496,13.845,27420606234
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.517983,7.758,8.327,3.180,12.251,22.841,27420599166
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.533121,8.244,8.327,0.178,1.340,7.703,27420750545
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.527372,8.683,8.329,0.136,2.687,13.491,27420693063
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.528274,10.291,8.331,1.982,10.855,20.882,27420702075
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.541581,8.460,8.331,0.180,1.786,7.574,27420835146
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.535037,7.665,8.319,0.135,1.113,14.146,27420769709
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.536530,8.257,8.374,2.614,11.415,20.999,27420784641
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.549654,8.074,8.374,0.239,0.490,7.875,27420915883
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.543586,8.549,8.378,0.115,1.462,13.975,27420855194
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,14.548694,70.833,75.105,0.000,2.115,17.172,27420906274
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.545210,8.680,8.336,2.766,11.930,20.655,27420871443
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.558023,8.369,8.336,1.221,1.178,7.842,27420999572
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.566397,8.374,8.342,0.216,1.585,7.810,27421083313
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.551843,8.257,16.689,0.111,10.140,22.407,27420937765
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.561275,9.432,0.001,0.111,0.994,12.975,27421032090
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.554489,9.278,16.686,2.682,11.727,28.062,27420964227
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.574819,8.422,8.344,0.162,0.580,7.732,27421167532
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.568803,7.528,8.333,0.222,0.442,13.781,27421107365
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.565665,11.176,8.335,0.556,9.937,25.221,27421075989
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.583065,8.246,8.335,0.199,1.171,7.821,27421249988
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.576729,7.926,8.344,0.111,1.133,14.199,27421186626
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.572774,7.109,8.378,2.853,11.662,26.490,27421147074
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.591557,8.492,8.378,0.323,0.700,7.707,27421334905
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.585212,8.483,8.385,0.168,1.026,14.101,27421271456
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.582281,9.507,8.333,2.179,10.976,25.316,27421242146
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.599903,8.347,8.333,0.192,1.249,7.693,27421418374
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.594920,9.709,8.333,0.195,0.576,12.726,27421368543
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.591268,8.988,8.329,1.989,11.081,24.657,27421332024
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.608308,8.404,8.329,0.481,1.816,7.617,27421502417
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.602472,7.551,8.313,0.217,0.412,13.488,27421444055
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.600259,8.990,8.352,2.089,11.134,24.019,27421421924
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.616560,8.252,8.352,0.175,0.507,7.717,27421584940
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.611170,8.699,8.364,0.137,0.738,13.153,27421531042
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.609053,8.794,8.318,2.383,11.599,23.543,27421509865
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.624868,8.308,8.318,0.156,1.247,7.727,27421668021
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.619071,7.900,8.292,0.118,1.418,13.545,27421610045
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.617558,8.505,8.369,3.135,11.890,23.407,27421594919
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.633111,8.242,8.369,0.150,0.495,7.854,27421750444
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.627099,8.028,8.390,0.109,1.408,13.907,27421690328
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.627164,9.606,8.346,2.302,10.968,22.146,27421690980
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.641653,8.543,8.346,0.167,0.741,7.657,27421835871
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.634972,7.873,8.342,0.170,0.292,14.376,27421769055
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.636689,9.525,8.344,1.464,10.244,20.965,27421786228
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.649895,8.242,8.344,0.168,1.297,7.759,27421918286
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.643616,8.644,8.350,0.175,0.963,14.082,27421855497
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.644754,8.065,8.346,2.205,11.120,21.246,27421866879
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.658441,8.546,8.346,0.256,1.760,7.559,27422003750
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.652607,8.992,8.326,0.138,0.958,13.417,27421945412
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.653232,8.479,8.340,2.689,11.619,21.108,27421951664
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.666612,8.171,8.340,0.174,0.747,7.729,27422085459
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.660417,7.810,8.351,0.126,1.578,13.958,27422023513
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.662567,9.335,8.324,2.305,10.952,20.097,27422045013
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.674864,8.252,8.324,0.176,0.413,7.801,27422167975
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.668625,8.208,8.321,0.107,1.980,14.070,27422105594
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.670920,8.352,8.367,2.620,11.298,20.111,27422128537
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.683107,8.244,8.367,0.161,0.882,7.924,27422250412
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.691538,8.430,8.338,0.248,1.437,7.832,27422334715
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.676801,8.175,16.706,0.110,10.087,22.601,27422187347
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.685092,8.292,0.001,0.157,2.033,14.311,27422270263
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.680101,9.181,16.676,2.127,11.055,27.606,27422220349
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.699812,8.275,8.338,0.149,1.506,7.895,27422417462
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.688961,8.860,8.342,2.228,10.560,27.088,27422308946
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.708263,8.451,8.342,0.292,0.536,7.786,27422501971
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.701870,16.778,16.678,0.123,0.737,14.211,27422438041
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.697002,8.041,8.351,2.535,11.292,27.398,27422389357
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.716585,8.322,8.351,0.252,0.674,7.815,27422585191
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.705519,8.517,8.353,2.770,11.918,27.234,27422474529
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.724963,8.378,8.353,0.199,0.865,7.790,27422668968
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.718552,16.682,16.705,0.162,1.008,14.234,27422604860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.714378,8.859,8.343,3.073,11.640,26.717,27422563123
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.733163,8.201,8.343,0.150,0.928,7.932,27422750974
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.723636,9.257,8.345,2.424,10.642,25.805,27422655696
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.741699,8.535,8.345,0.183,1.069,7.742,27422836326
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.735162,16.610,16.689,0.117,1.273,14.312,27422770963
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.731734,8.098,8.332,2.580,11.230,26.039,27422736677
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.749873,8.174,8.332,0.244,1.140,7.900,27422918066
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.740316,8.582,8.344,2.676,10.883,25.801,27422822497
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.758288,8.416,8.344,0.566,0.572,7.828,27423002222
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,14.751842,16.680,16.678,0.112,1.119,14.310,27422937762
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.748795,8.479,8.351,2.441,11.181,25.673,27422907288
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,14.766548,8.259,8.351,0.164,0.730,7.920,27423084817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,14.757635,8.840,8.358,2.383,10.877,25.190,27422995693
